"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-27",,"23.1","31.0","16.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-28",,"23.4",,"15.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-29",,"25.1",,"16.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-30",,"22.3","33.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-31",,"21.0","33.4","16.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-01",,"21.3","28.5","15.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-02",,"23.1",,"14.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-03",,"24.3",,"16.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-04","16.0","23.8","32.2","16.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-05","0.0","23.8","31.3","15.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-06","0.0","24.6","32.4","17.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-07",,"25.2","33.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-08",,"25.8","34.0","14.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-09",,"25.5",,"15.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-10",,"25.8","34.8","15.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-11",,"28.5",,"16.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-12","0.0","28.6","36.8","22.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-13","0.0","28.6",,"19.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-14",,"29.6","39.4","20.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-15",,"31.9",,"20.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-16",,"31.8","40.5","22.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-17",,"30.3","40.4","21.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-18",,"32.5","40.6","22.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-19",,"31.0","40.4","23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-20",,"29.4","38.2","23.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-21",,"29.6","36.3","21.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-22","0.0","29.1","36.7","20.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-23",,"26.7","36.8","23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-24",,"27.6",,"19.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-25",,"27.4","34.5","20.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-26",,"28.7",,"18.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-27",,"29.7",,"20.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-28","0.0","28.6","38.4","22.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-29",,"27.7","34.9","22.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-04-30","0.0","24.5","33.1",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-01","1.0","22.4","28.7","19.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-02","15.0","23.7",,"19.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-03","0.0","22.2",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-04","30.0","25.0","30.6","15.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-05","0.0","27.1",,"19.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-06",,"28.5","34.0","21.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-07",,"28.6",,"21.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-08",,"28.6","37.4","20.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-09",,"30.7","37.3","20.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-10",,"29.7","37.2","20.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-11",,"29.8",,"19.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-12",,"31.6",,"19.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-13",,"33.5","42.5","22.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-14",,"33.3","41.8","25.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-15",,"33.8","40.9","25.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-16",,"33.1","41.3","27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-17",,"33.3",,"25.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-18","9.9","29.3","41.1","21.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-19","0.0","30.4","38.2","24.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-20",,"32.2","40.4","23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-21",,"34.8",,"24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-22",,"35.9","43.7","27.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-23",,"36.1","43.7",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-05-24",,"29.7","43.5",
